MessageName;total_ns
perf_event_paranoid: 4;207409834
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [],
        "datamovement_kernels": [
            {
                "name": "writer_unary_interleaved_start_id/9285615024361997509/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp"
            },
            {
                "name": "reader_unary_unpad_dims_interleaved_start_id/14166066872905248720/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/reader_unary_unpad_dims_interleaved_start_id.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 0,
            "TENSIX_COMPUTE_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_2_max_kernel_size": 0,
            "TENSIX_DM_0_max_kernel_size": 680,
            "TENSIX_DM_1_max_kernel_size": 716
        }
    },
    "op_code": "SliceDeviceOperation",
    "op_hash": 16470370874900307916,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "32[32]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 119,
        "compute_ns": 429,
        "ideal_ns": 429,
        "input_bws": [
            152.7645721435547
        ],
        "output_bws": [
            19.095571517944336
        ]
    },
    "program_cache_hit": false
}`;4237705775
`TT_DNN_DEVICE_OP: "SliceDeviceOperation", 14245220479441278100, 3, false, 48131 ->
{
    "attributes": {
        "num_devices": "std::nullopt",
        "output_mem_config": "MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0)",
        "slice_dim": "std::nullopt",
        "slice_end": "Shape([1, 4, 32, 256])",
        "slice_start": "Shape([0, 0, 0, 64])",
        "step": "Shape([1, 1, 1, 1])",
        "sub_core_grids": "std::nullopt",
        "use_tensor_args": "false"
    },
    "device_id": 3,
    "global_call_count": 48131,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [],
        "datamovement_kernels": [
            {
                "name": "writer_unary_interleaved_start_id/9285615024361997509/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp"
            },
            {
                "name": "reader_unary_unpad_dims_interleaved_start_id/14166066872905248720/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/reader_unary_unpad_dims_interleaved_start_id.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 0,
            "TENSIX_COMPUTE_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_2_max_kernel_size": 0,
            "TENSIX_DM_0_max_kernel_size": 680,
            "TENSIX_DM_1_max_kernel_size": 716
        }
    },
    "op_code": "SliceDeviceOperation",
    "op_hash": 14245220479441278100,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "192[192]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 119,
        "compute_ns": 540,
        "ideal_ns": 540,
        "input_bws": [
            121.36296081542969
        ],
        "output_bws": [
            91.02222442626953
        ]
    },
    "program_cache_hit": false
}`;4237875759
`TT_DNN_DEVICE_OP: "UnaryDeviceOperation", 7902753176061833573, 3, false, 49155`;4237937437
`TT_DNN_DEVICE_OP: "ConcatDeviceOperation", 2226638814911865533, 3, false, 50179 ->
{
    "attributes": {
        "dim": "3",
        "groups": "1",
        "output_mem_config": "MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0)",
        "sub_core_grids": "std::nullopt"
    },
    "device_id": 3,
    "global_call_count": 50179,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "32[32]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        },
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "32[32]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [],
        "datamovement_kernels": [
            {
                "name": "writer_unary_interleaved_start_id/718027131406297876/",
                "source": "ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp"
            },
            {
                "name": "reader_concat_interleaved_start_id/8472711048384544889/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/concat/device/kernels/dataflow/reader_concat_interleaved_start_id.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 0,
            "TENSIX_COMPUTE_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_2_max_kernel_size": 0,
            "TENSIX_DM_0_max_kernel_size": 1000,
            "TENSIX_DM_1_max_kernel_size": 976
        }
    },
    "op_code": "ConcatDeviceOperation",
    "op_hash": 2226638814911865533,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "64[64]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 29,
        "compute_ns": 1,
        "ideal_ns": 29,
        "input_bws": [
            282.4827575683594,
            282.4827575683594
        ],
        "output_bws": [
            564.9655151367188
        ]
    },
    "program_cache_hit": false
}`;4238082283
`TT_DNN_DEVICE_OP: "BinaryNgDeviceOperation", 4590974375494257767, 3, false, 51203`;4238150093
`TT_DNN_DEVICE_OP: "BinaryNgDeviceOperation", 4590974375494257767, 3, false, 52227`;4238184839
`TT_DNN_DEVICE_OP: "BinaryNgDeviceOperation", 15385761193729961793, 3, false, 53251`;4238219175
`TT_DNN_DEVICE_OP: "ConcatDeviceOperation", 2803680388317455890, 3, false, 54275 ->
{
    "attributes": {
        "dim": "3",
        "groups": "1",
        "output_mem_config": "MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0)",
        "sub_core_grids": "std::nullopt"
    },
    "device_id": 3,
    "global_call_count": 54275,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "64[64]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        },
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "192[192]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [],
        "datamovement_kernels": [
            {
                "name": "writer_unary_interleaved_start_id/718027131406297876/",
                "source": "ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp"
            },
            {
                "name": "reader_concat_interleaved_start_id/8472711048384544889/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/concat/device/kernels/dataflow/reader_concat_interleaved_start_id.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 0,
            "TENSIX_COMPUTE_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_2_max_kernel_size": 0,
            "TENSIX_DM_0_max_kernel_size": 1000,
            "TENSIX_DM_1_max_kernel_size": 976
        }
    },
    "op_code": "ConcatDeviceOperation",
    "op_hash": 2803680388317455890,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 119,
        "compute_ns": 1,
        "ideal_ns": 119,
        "input_bws": [
            137.68067932128906,
            413.0420227050781
        ],
        "output_bws": [
            550.7227172851563
        ]
    },
    "program_cache_hit": false
}`;4238406071
`TT_DNN_DEVICE_OP: "PagedFillCacheDeviceOperation", 13980819469572666284, 3, false, 55299 ->
{
    "attributes": {
        "batch_idx_fallback": "0",
        "block_size_override": "std::nullopt",
        "cache_position_modulo": "std::nullopt",
        "mesh_coords": "std::nullopt",
        "noop": "false"
    },
    "device_id": 3,
    "global_call_count": 55299,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "32[32]",
                "X": "256[256]",
                "Y": "64[64]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        },
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        },
        {
            "dtype": "INT32",
            "layout": "ROW_MAJOR",
            "shape": {
                "W": "1[1]",
                "X": "1[1]",
                "Y": "32[32]",
                "Z": "1[1]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [],
        "datamovement_kernels": [
            {
                "name": "writer_fill_cache_interleaved/17682100823184352602/",
                "source": "ttnn/cpp/ttnn/operations/experimental/paged_cache/device/kernels/dataflow/writer_fill_cache_interleaved.cpp"
            },
            {
                "name": "reader_fill_cache_interleaved/627976256471122731/",
                "source": "ttnn/cpp/ttnn/operations/experimental/paged_cache/device/kernels/dataflow/reader_fill_cache_interleaved.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 0,
            "TENSIX_COMPUTE_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_2_max_kernel_size": 0,
            "TENSIX_DM_0_max_kernel_size": 1072,
            "TENSIX_DM_1_max_kernel_size": 700
        }
    },
    "op_code": "PagedFillCacheDeviceOperation",
    "op_hash": 13980819469572666284,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "32[32]",
                "X": "256[256]",
                "Y": "64[64]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 1,
        "compute_ns": 1,
        "ideal_ns": 1,
        "input_bws": [],
        "output_bws": []
    },
    "program_cache_hit": false
}`;4240178114
`TT_DNN_DEVICE_OP: "PagedFillCacheDeviceOperation", 13980819469572666284, 3, false, 56323`;4240200156
`TT_DNN_DEVICE_OP: "SDPAOperation", 9317950397162170472, 3, false, 57347 ->
{
    "attributes": {
        "chunk_start_idx": "std::nullopt",
        "chunk_start_idx_tensor": "std::nullopt",
        "compute_kernel_config": "ComputeKernelConfig(math_fidelity=HiFi2,math_approx_mode=1,fp32_dest_acc_en=0,packer_l1_acc=0,dst_full_sync_en=0,throttle_level=ThrottleLevel::NO_THROTTLE)",
        "head_dim_v": "std::nullopt",
        "is_causal": "true",
        "is_windowed": "false",
        "output_mem_config": "MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0)",
        "program_config": "std::nullopt",
        "scale": "0.0625",
        "sliding_window_size": "std::nullopt",
        "use_mla": "false"
    },
    "device_id": 3,
    "global_call_count": 57347,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "24[24]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        },
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        },
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "4[4]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [
            {
                "math_fidelity": "HiFi2",
                "name": "sdpa/13409184980420371137/",
                "source": "ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/sdpa.cpp"
            }
        ],
        "datamovement_kernels": [
            {
                "name": "writer_interleaved/17962658731444495396/",
                "source": "ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/writer_interleaved.cpp"
            },
            {
                "name": "reader_interleaved/16583845592366146008/",
                "source": "ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/reader_interleaved.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 5052,
            "TENSIX_COMPUTE_1_max_kernel_size": 4400,
            "TENSIX_COMPUTE_2_max_kernel_size": 4872,
            "TENSIX_DM_0_max_kernel_size": 1900,
            "TENSIX_DM_1_max_kernel_size": 1524
        }
    },
    "op_code": "SDPAOperation",
    "op_hash": 9317950397162170472,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "24[24]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 715,
        "compute_ns": 42,
        "ideal_ns": 715,
        "input_bws": [
            549.9524536132813,
            91.65874481201172,
            91.65874481201172
        ],
        "output_bws": [
            549.9524536132813
        ]
    },
    "program_cache_hit": false
}`;4244647014
`TT_DNN_DEVICE_OP: "TransposeDeviceOperation", 18174493487637280587, 3, false, 58371 ->
{
    "attributes": {
        "dim": "TransposeOpDim::HC",
        "output_mem_config": "MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0)",
        "pad_value": "0"
    },
    "device_id": 3,
    "global_call_count": 58371,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[32]",
                "Z": "24[24]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [],
        "datamovement_kernels": [
            {
                "name": "writer_unary_transpose_hc_interleaved_tiled_padding_aware/9931086760706550661/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp"
            },
            {
                "name": "reader_unary_transpose_hc_interleaved_tiled_padding_aware/5897487926511152840/",
                "source": "ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 0,
            "TENSIX_COMPUTE_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_2_max_kernel_size": 0,
            "TENSIX_DM_0_max_kernel_size": 1232,
            "TENSIX_DM_1_max_kernel_size": 740
        }
    },
    "op_code": "TransposeDeviceOperation",
    "op_hash": 18174493487637280587,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "256[256]",
                "Y": "32[24]",
                "Z": "32[32]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 953,
        "compute_ns": 3170,
        "ideal_ns": 3170,
        "input_bws": [
            124.04290008544922
        ],
        "output_bws": [
            165.39053344726563
        ]
    },
    "program_cache_hit": false
}`;4246532744
`TT_DNN_DEVICE_OP: "ReshapeViewDeviceOperation", 6112480101095860645, 3, false, 59395`;4246585765
`TT_DNN_DEVICE_OP: "UnaryDeviceOperation", 8726530443877738507, 3, false, 60419 ->
{
    "attributes": {
        "bfp8_pack_precise": "false",
        "fp32_dest_acc_en": "false",
        "memory_config": "MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0)",
        "op_chain": "{BasicUnaryWithParam<float, int, unsigned int>(base=BasicUnaryWithParam<float>(op_type=UnaryOpType::SIGMOID,param={4, 0}))}",
        "output_dtype": "DataType::BFLOAT16",
        "preserve_fp32_precision": "false",
        "sub_core_grids": "std::nullopt",
        "worker_grid": "{[0-0 - 10-9]}"
    },
    "device_id": 3,
    "global_call_count": 60419,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "6144[6144]",
                "Y": "32[32]",
                "Z": "1[1]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [
            {
                "math_fidelity": "HiFi4",
                "name": "eltwise_sfpu/8918123691748388060/",
                "source": "ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/eltwise_sfpu.cpp"
            }
        ],
        "datamovement_kernels": [
            {
                "name": "writer_unary/2797117376820651078/",
                "source": "ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary.cpp"
            },
            {
                "name": "reader_unary/10939786621132361423/",
                "source": "ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 1084,
            "TENSIX_COMPUTE_1_max_kernel_size": 1132,
            "TENSIX_COMPUTE_2_max_kernel_size": 1260,
            "TENSIX_DM_0_max_kernel_size": 1000,
            "TENSIX_DM_1_max_kernel_size": 924
        }
    },
    "op_code": "UnaryDeviceOperation",
    "op_hash": 8726530443877738507,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "6144[6144]",
                "Y": "32[32]",
                "Z": "1[1]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 1,
        "compute_ns": 1,
        "ideal_ns": 1,
        "input_bws": [],
        "output_bws": []
    },
    "program_cache_hit": false
}`;4249571174
`TT_DNN_DEVICE_OP: "BinaryNgDeviceOperation", 4590974375494257767, 3, false, 61443`;4249647389
`TT_DNN_DEVICE_OP: "MatmulDeviceOperation", 5824102363377010903, 3, false, 62467 ->
{
    "attributes": {
        "bcast_batch": "true",
        "compute_kernel_config": "ComputeKernelConfig(math_fidelity=HiFi2,math_approx_mode=0,fp32_dest_acc_en=0,packer_l1_acc=1,dst_full_sync_en=0,throttle_level=ThrottleLevel::NO_THROTTLE)",
        "global_cb": "std::nullopt",
        "output_dtype": "DataType::BFLOAT16",
        "output_mem_config": "MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0)",
        "output_tile": "Tile(tile_shape={32, 32},face_shape={16, 16},num_faces=4)",
        "program_config": "MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=11-10,in0_block_w=2,out_subblock_h=1,out_subblock_w=2,out_block_h=1,out_block_w=2,per_core_M=1,per_core_N=2,fuse_batch=0,fused_activation=std::nullopt,mcast_in0=1,gather_in0=0,hop_cores={},num_global_cb_receivers=0,untilize_out=0,allowed_worker_cores={[0-0 - 10-9]})",
        "sub_device_id": "std::nullopt",
        "transpose_a": "false",
        "transpose_b": "false",
        "untilize_out": "false",
        "user_core_coord": "std::nullopt",
        "user_fused_activation": "std::nullopt",
        "user_run_batched": "false"
    },
    "device_id": 3,
    "global_call_count": 62467,
    "input_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "6144[6144]",
                "Y": "32[32]",
                "Z": "1[1]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        },
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "5120[5120]",
                "Y": "6144[6144]",
                "Z": "1[1]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "kernel_info": {
        "compute_kernels": [
            {
                "math_fidelity": "HiFi2",
                "name": "bmm_large_block_zm_fused_bias_activation/9527769986766392065/",
                "source": "ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp"
            }
        ],
        "datamovement_kernels": [
            {
                "name": "reader_bmm_tile_layout_in1_sender_writer_padding/14181596472842369755/",
                "source": "ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp"
            },
            {
                "name": "reader_bmm_tile_layout_in0_receiver/17030064946280216911/",
                "source": "ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp"
            },
            {
                "name": "reader_bmm_tile_layout_in0_sender_padding/10799031624319767495/",
                "source": "ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp"
            }
        ],
        "kernel_sizes": {
            "ACTIVE_ETH_DM_0_max_kernel_size": 0,
            "ACTIVE_ETH_DM_1_max_kernel_size": 0,
            "IDLE_ETH_DM_0_max_kernel_size": 0,
            "IDLE_ETH_DM_1_max_kernel_size": 0,
            "TENSIX_COMPUTE_0_max_kernel_size": 2044,
            "TENSIX_COMPUTE_1_max_kernel_size": 1848,
            "TENSIX_COMPUTE_2_max_kernel_size": 2516,
            "TENSIX_DM_0_max_kernel_size": 1668,
            "TENSIX_DM_1_max_kernel_size": 1084
        }
    },
    "op_code": "MatmulDeviceOperation",
    "op_hash": 5824102363377010903,
    "op_type": "tt_dnn_device",
    "optional_input_tensors": [],
    "output_tensors": [
        {
            "dtype": "BFLOAT16",
            "layout": "TILE",
            "shape": {
                "W": "1[1]",
                "X": "5120[5120]",
                "Y": "32[32]",
                "Z": "1[1]"
            },
            "storage_type": {
                "device_id": 0,
                "memory_config": {
                    "buffer_type": "DRAM",
                    "memory_layout": "INTERLEAVED"
                }
            }
        }
    ],
    "performance_model": {
        "bandwidth_ns": 114440,
        "compute_ns": 6620,
        "ideal_ns": 114440,
        "input_bws": [
            3.4360013008117676,
            549.76025390625
        ],
        "output_bws": [
            2.8633344173431396
        ]
    },
    "program_cache_hit": false
}`;4254200310
`TT_DNN_DEVICE_OP: "BinaryNgDeviceOperation", 15385761193729961793, 3, false, 63491`;4254295843
